0;#;FORM;LEMMA;GRAM;COMMENT;CHECKED;CONTEXT;RIGHT1;RIGHT2;RIGHT3;RIGHT4;RIGHT5;RIGHT6;POS;AUTO_LEMMA;AUTO_GRAM;
27115;;уза;УЗА;S f inan nom sg;;;, которая наводит _уза_ … ужас ,;а;з;у;;;;S;УЗА;S f inan nom sg;А
27116;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
27117;;ужас;УЖАС;S m inan nom sg;;;наводит уза … _ужас_ , красным приглушённым;с;а;ж;у;;;S;УЖАС;S m inan nom sg;С
27118;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27119;;красным;КРАСНЫЙ;A - ins sg plen m -;;;… ужас , _красным_ приглушённым светом и;м;ы;н;с;а;р;A;КРАСНЫЙ;A - ins sg plen m -;Й
27120;;приглушённым;ПРИГЛУШЕННЫЙ;A - dat pl plen - -;;;ужас , красным _приглушённым_ светом и вот;м;ы;н;н;ё;ш;A;ПРИГЛУШЕННЫЙ;A - dat pl plen - -;Й
27121;;светом;СВЕТ;S m inan ins sg;;;, красным приглушённым _светом_ и вот этими;м;о;т;е;в;с;S;СВЕТ;S m inan ins sg;Т
27122;;и;И;CONJ;;;красным приглушённым светом _и_ вот этими периодическими;и;;;;;;CONJ;И;CONJ;И
27123;;вот;ВОТ;PART;;;приглушённым светом и _вот_ этими периодическими толчками;т;о;в;;;;PART;ВОТ;PART;Т
27124;;этими;ЭТОТ;APRO - ins pl plen - -;;;светом и вот _этими_ периодическими толчками «;и;м;и;т;э;;APRO;ЭТОТ;A - ins pl plen - -;Т
27125;;периодическими;ПЕРИОДИЧЕСКИЙ;A - ins pl plen - -;;;и вот этими _периодическими_ толчками « бум;и;м;и;к;с;е;A;ПЕРИОДИЧЕСКИЙ;A - ins pl plen - -;Й
27126;;толчками;ТОЛЧОК;S m inan ins pl;;;вот этими периодическими _толчками_ « бум -;и;м;а;к;ч;л;S;ТОЛЧОК;S m inan ins pl;К
27127;;«;«;PUNCT;;;;;;;;;;PUNCT;;;
27128;;бум;БУМ;INTJ;;;периодическими толчками « _бум_ - бум -;м;у;б;;;;INTJ;БУМ;INTJ;М
27129;;-;-;PUNCT;;;;;;;;;;PUNCT;;;
27130;;бум;БУМ;S m inan acc sg;;;« бум - _бум_ - бум »;м;у;б;;;;S;БУМ;S m inan acc sg;М
27131;;-;-;PUNCT;;;;;;;;;;PUNCT;;;
27132;;бум;БУМ;INTJ;;;- бум - _бум_ » , от;м;у;б;;;;INTJ;БУМ;INTJ;М
27133;;»;»;PUNCT;;;;;;;;;;PUNCT;;;
27134;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27135;;от;ОТ;PR;;;бум » , _от_ которых становится просто;т;о;;;;;PR;ОТ;PR;Т
27136;;которых;КОТОРЫЙ;APRO - gen pl plen - -;;;» , от _которых_ становится просто жутко;х;ы;р;о;т;о;APRO;КОТОРЫЙ;A - gen pl plen - -;Й
27137;;становится;СТАНОВИТЬСЯ;V ipf praes sg indic - 3p;;;, от которых _становится_ просто жутко .;я;с;т;и;в;о;V;СТАНОВИТЬСЯ;V ipf praes sg indic - 3p;Я
27138;;просто;ПРОСТО;PART;;;от которых становится _просто_ жутко .;о;т;с;о;р;п;PART;ПРОСТО;PART;О
27139;;жутко;ЖУТКО;ADV -;;;которых становится просто _жутко_ .;о;к;т;у;ж;;ADV;ЖУТКО;ADV -;О
27140;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27141;;;;;;;;;;;;;;;;;
27142;# sent = 1991;;;;;;;;;;;;;;;;
27143;;В;В;PR;;;. _В_ итоге кто-то нашёл;в;;;;;;PR;В;PR;В
27144;;итоге;ИТОГ;S m inan loc sg;;;В _итоге_ кто-то нашёл ,;е;г;о;т;и;;S;ИТОГ;S m inan loc sg;Г
27145;;кто-то;КТО-ТО;SPRO m - nom sg;;;В итоге _кто-то_ нашёл , ээ;о;т;-;о;т;к;S;КТО-ТО;S m - nom sg;О
27146;;нашёл;НАЙТИ;V pf praet sg indic m -;;;В итоге кто-то _нашёл_ , ээ ,;л;ё;ш;а;н;;V;НАЙТИ;V pf praet sg indic m -;И
27147;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27148;;ээ;ЭЭ;NONLEX;;;кто-то нашёл , _ээ_ , замочек .;э;э;;;;;NONLEX;ЭЭ;NONLEX;Э
27149;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27150;;замочек;ЗАМОЧЕК;S m inan acc sg;;;, ээ , _замочек_ .;к;е;ч;о;м;а;S;ЗАМОЧЕК;S m inan acc sg;К
27151;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27152;;;;;;;;;;;;;;;;;
27153;# sent = 1992;;;;;;;;;;;;;;;;
27154;;Мы;МЫ;SPRO pl 1p - nom;;;. _Мы_ открываем , как только;ы;м;;;;;SPRO;МЫ;SPRO pl 1p - nom;Ы
27155;;открываем;ОТКРЫВАТЬ;V ipf praes pl indic - 1p;;;Мы _открываем_ , как только поворачивается;м;е;а;в;ы;р;V;ОТКРЫВАТЬ;V ipf praes pl indic - 1p;Ь
27156;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27157;;как только;как только;CONJ;;;Мы открываем , _как только_ поворачивается ключ ,;о;к;ь;л;о;т;CONJ;как только;CONJ;о
27158;;поворачивается;ПОВЕРТЫВАТЬСЯ;V ipf praes sg indic - 3p;;;открываем , как только _поворачивается_ ключ , выключается;я;с;т;е;а;в;V;ПОВЕРТЫВАТЬСЯ;V ipf praes sg indic - 3p;Я
27159;;ключ;КЛЮЧ;S m inan acc sg;;;, как только поворачивается _ключ_ , выключается напрочь;ч;ю;л;к;;;S;КЛЮЧ;S m inan acc sg;Ч
27160;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27161;;выключается;ВЫКЛЮЧАТЬСЯ;V ipf praes sg indic - 3p;;;поворачивается ключ , _выключается_ напрочь свет ,;я;с;т;е;а;ч;V;ВЫКЛЮЧАТЬСЯ;V ipf praes sg indic - 3p;Я
27162;;напрочь;НАПРОЧЬ;ADV -;;;ключ , выключается _напрочь_ свет , ничего;ь;ч;о;р;п;а;ADV;НАПРОЧЬ;ADV -;Ь
27163;;свет;СВЕТ;S m inan nom sg;;;, выключается напрочь _свет_ , ничего не;т;е;в;с;;;S;СВЕТ;S m inan nom sg;Т
27164;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27165;;ничего;НИЧТО;SPRO n inan gen sg;;;напрочь свет , _ничего_ не видно ,;о;г;е;ч;и;н;SPRO;НИЧТО;S n - gen sg;О
27166;;не;НЕ;PART;;;свет , ничего _не_ видно , вот;е;н;;;;;PART;НЕ;PART;Е
27167;;видно;ВИДНО;ADV -;;;, ничего не _видно_ , вот вообще;о;н;д;и;в;;ADV;ВИДНО;ADV -;О
27168;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27169;;вот;ВОТ;PART;;;не видно , _вот_ вообще ничего ,;т;о;в;;;;PART;ВОТ;PART;Т
27170;;вообще;ВООБЩЕ;ADV -;;;видно , вот _вообще_ ничего , ты;е;щ;б;о;о;в;ADV;ВООБЩЕ;ADV -;Е
27171;;ничего;НИЧТО;SPRO n inan gen sg;;;, вот вообще _ничего_ , ты даже;о;г;е;ч;и;н;SPRO;НИЧТО;S n - gen sg;О
27172;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27173;;ты;ТЫ;SPRO sg 2p - nom;;;вообще ничего , _ты_ даже не видишь;ы;т;;;;;SPRO;ТЫ;SPRO sg 2p - nom;Ы
27174;;даже;ДАЖЕ;PART;;;ничего , ты _даже_ не видишь с;е;ж;а;д;;;PART;ДАЖЕ;PART;Е
27175;;не;НЕ;PART;;;, ты даже _не_ видишь с …;е;н;;;;;PART;НЕ;PART;Е
27176;;видишь;ВИДЕТЬ;V ipf praes sg indic - 2p;;;ты даже не _видишь_ с … какие-то;ь;ш;и;д;и;в;V;ВИДЕТЬ;V ipf praes sg indic - 2p;Ь
27177;;с;С;PR;;;даже не видишь _с_ … какие-то очертания;с;;;;;;PR;С;PR;С
27178;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
27179;;какие-то;КАКОЙ-ТО;APRO - nom pl plen - -;;;видишь с … _какие-то_ очертания , ничего;о;т;-;е;и;к;APRO;КАКОЙ-ТО;A - nom pl plen - -;О
27180;;очертания;ОЧЕРТАНИЕ;S n inan nom pl;;;с … какие-то _очертания_ , ничего не;я;и;н;а;т;р;S;ОЧЕРТАНИЕ;S n inan nom pl;Е
27181;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27182;;ничего;НИЧТО;SPRO n inan gen sg;;;какие-то очертания , _ничего_ не видно ,;о;г;е;ч;и;н;SPRO;НИЧТО;S n - gen sg;О
27183;;не;НЕ;PART;;;очертания , ничего _не_ видно , всё;е;н;;;;;PART;НЕ;PART;Е
27184;;видно;ВИДНО;ADV -;;;, ничего не _видно_ , всё закрывается;о;н;д;и;в;;ADV;ВИДНО;ADV -;О
27185;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27186;;всё;ВСЕ;ADV -;;;не видно , _всё_ закрывается .;ё;с;в;;;;ADV;ВСЕ;ADV -;Е
27187;;закрывается;ЗАКРЫВАТЬСЯ;V ipf praes sg indic - 3p;;;видно , всё _закрывается_ .;я;с;т;е;а;в;V;ЗАКРЫВАТЬСЯ;V ipf praes sg indic - 3p;Я
27188;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27189;;;;;;;;;;;;;;;;;
27190;# sent = 1993;;;;;;;;;;;;;;;;
27191;;Становится;СТАНОВИТЬСЯ;V ipf praes sg indic - 3p;;;. _Становится_ дико страшно ,;я;с;т;и;в;о;V;СТАНОВИТЬСЯ;V ipf praes sg indic - 3p;Я
27192;;дико;ДИКО;ADV -;;;Становится _дико_ страшно , все;о;к;и;д;;;ADV;ДИКО;ADV -;О
27193;;страшно;СТРАШНО;ADV -;;;Становится дико _страшно_ , все кричат;о;н;ш;а;р;т;ADV;СТРАШНО;ADV -;О
27194;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27195;;все;ВСЕ;S - - nom pl;;;дико страшно , _все_ кричат , и;е;с;в;;;;S;ВСЕ;S - - nom pl;Е
27196;;кричат;КРИЧАТЬ;V ipf praes pl indic - 3p;;;страшно , все _кричат_ , и ещё;т;а;ч;и;р;к;V;КРИЧАТЬ;V ipf praes pl indic - 3p;Ь
27197;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27198;;и;И;CONJ;;;все кричат , _и_ ещё становится страшнее;и;;;;;;CONJ;И;CONJ;И
27199;;ещё;ЕЩЕ;ADV -;;;кричат , и _ещё_ становится страшнее ,;ё;щ;е;;;;ADV;ЕЩЕ;ADV -;Е
27200;;становится;СТАНОВИТЬСЯ;V ipf praes sg indic - 3p;;;, и ещё _становится_ страшнее , оттого что;я;с;т;и;в;о;V;СТАНОВИТЬСЯ;V ipf praes sg indic - 3p;Я
27201;;страшнее;СТРАШНЫЙ;A comp - - plen - -;;;и ещё становится _страшнее_ , оттого что все;е;е;н;ш;а;р;A;СТРАШНЫЙ;A comp - - plen - -;Й
27202;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27203;;оттого что;оттого что;CONJ;;;становится страшнее , _оттого что_ все кричат .;о;т;ч;;о;г;CONJ;оттого что;CONJ;о
27204;;все;ВСЕ;S - - acc pl;;;страшнее , оттого что _все_ кричат .;е;с;в;;;;S;ВСЕ;S - - acc pl;Е
27205;;кричат;КРИЧАТЬ;V ipf praes pl indic - 3p;;;, оттого что все _кричат_ .;т;а;ч;и;р;к;V;КРИЧАТЬ;V ipf praes pl indic - 3p;Ь
27206;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27207;;;;;;;;;;;;;;;;;
27208;# sent = 1994;;;;;;;;;;;;;;;;
27209;;И;И;CONJ;;;. _И_ мы не понимаем;и;;;;;;CONJ;И;CONJ;И
27210;;мы;МЫ;SPRO pl 1p - nom;;;И _мы_ не понимаем ,;ы;м;;;;;SPRO;МЫ;SPRO pl 1p - nom;Ы
27211;;не;НЕ;PART;;;И мы _не_ понимаем , что;е;н;;;;;PART;НЕ;PART;Е
27212;;понимаем;ПОНИМАТЬ;V ipf praes pl indic - 1p;;;И мы не _понимаем_ , что делать;м;е;а;м;и;н;V;ПОНИМАТЬ;V ipf praes pl indic - 1p;Ь
27213;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27214;;что;ЧТО;CONJ;;;не понимаем , _что_ делать .;о;т;ч;;;;CONJ;ЧТО;CONJ;О
27215;;делать;ДЕЛАТЬ;V ipf - - inf - -;;;понимаем , что _делать_ .;ь;т;а;л;е;д;V;ДЕЛАТЬ;V ipf - - inf - -;Ь
27216;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27217;;;;;;;;;;;;;;;;;
27218;# sent = 1995;;;;;;;;;;;;;;;;
27219;# speaker = Надя;;;;;;;;;;;;;;;;
27220;# sent = 1996;;;;;;;;;;;;;;;;
27221;;В;В;PR;;;_В_ итоге открывается эта;в;;;;;;PR;В;PR;В
27222;;итоге;ИТОГ;S m inan loc sg;;;В _итоге_ открывается эта …;е;г;о;т;и;;S;ИТОГ;S m inan loc sg;Г
27223;;открывается;ОТКРЫВАТЬСЯ;V ipf praes sg indic - 3p;;;В итоге _открывается_ эта … этот;я;с;т;е;а;в;V;ОТКРЫВАТЬСЯ;V ipf praes sg indic - 3p;Я
27224;;эта;ЭТОТ;APRO - nom sg plen f -;;;В итоге открывается _эта_ … этот шкафчик;а;т;э;;;;APRO;ЭТОТ;A - nom sg plen f -;Т
27225;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
27226;;этот;ЭТОТ;APRO - nom sg plen m -;;;открывается эта … _этот_ шкафчик .;т;о;т;э;;;APRO;ЭТОТ;A - nom sg plen m -;Т
27227;;шкафчик;ШКАФЧИК;S m inan nom sg;;;эта … этот _шкафчик_ .;к;и;ч;ф;а;к;S;ШКАФЧИК;S m inan nom sg;К
27228;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27229;;;;;;;;;;;;;;;;;
27230;# sent = 1997;;;;;;;;;;;;;;;;
27231;;Оказалось;ОКАЗАТЬСЯ;V pf praet sg indic n -;;;. _Оказалось_ , что под;ь;с;о;л;а;з;V;ОКАЗАТЬСЯ;V pf praet sg indic n -;Я
27232;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27233;;что;ЧТО;CONJ;;;Оказалось , _что_ под шкафчиком есть;о;т;ч;;;;CONJ;ЧТО;CONJ;О
27234;;под;ПОД;PR;;;Оказалось , что _под_ шкафчиком есть …;д;о;п;;;;PR;ПОД;PR;Д
27235;;шкафчиком;ШКАФЧИК;S m inan ins sg;;;, что под _шкафчиком_ есть … кто-то;м;о;к;и;ч;ф;S;ШКАФЧИК;S f inan loc sg;К
27236;;есть;БЫТЬ;V ipf praes sg indic - 3p;;;что под шкафчиком _есть_ … кто-то там;ь;т;с;е;;;V;БЫТЬ;V ipf praes sg indic - 3p;Ь
27237;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
27238;;кто-то;КТО-ТО;SPRO m - nom sg;;;шкафчиком есть … _кто-то_ там нащупывает отверстие;о;т;-;о;т;к;S;КТО-ТО;S m - nom sg;О
27239;;там;ТАМ;ADV -;;;есть … кто-то _там_ нащупывает отверстие ,;м;а;т;;;;ADV;ТАМ;ADV -;М
27240;;нащупывает;НАЩУПЫВАТЬ;V ipf praes sg indic - 3p;;;… кто-то там _нащупывает_ отверстие , кому-то;т;е;а;в;ы;п;V;НАЩУПЫВАТЬ;V ipf praes sg indic - 3p;Ь
27241;;отверстие;ОТВЕРСТИЕ;S n inan acc sg;;;кто-то там нащупывает _отверстие_ , кому-то приходит;е;и;т;с;р;е;S;ОТВЕРСТИЕ;S n inan acc sg;Е
27242;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27243;;кому-то;КТО-ТО;SPRO m - dat sg;;;нащупывает отверстие , _кому-то_ приходит в голову;о;т;-;у;м;о;S;КТО-ТО;S m - dat sg;О
27244;;приходит;ПРИХОДИТЬ;V ipf praes sg indic - 3p;;;отверстие , кому-то _приходит_ в голову пойти;т;и;д;о;х;и;V;ПРИХОДИТЬ;V ipf praes sg indic - 3p;Ь
27245;;в;В;PR;;;, кому-то приходит _в_ голову пойти в;в;;;;;;PR;В;PR;В
27246;;голову;ГОЛОВА;S f inan acc sg;;;кому-то приходит в _голову_ пойти в это;у;в;о;л;о;г;S;ГОЛОВА;S f inan acc sg;А
27247;;пойти;ПОЙТИ;V pf - - inf - -;;;приходит в голову _пойти_ в это отверстие;и;т;й;о;п;;V;ПОЙТИ;V pf - - inf - -;И
27248;;в;В;PR;;;в голову пойти _в_ это отверстие ,;в;;;;;;PR;В;PR;В
27249;;это;ЭТОТ;APRO - acc sg plen n -;;;голову пойти в _это_ отверстие , хотя;о;т;э;;;;APRO;ЭТОТ;A - acc sg plen n inan;Т
27250;;отверстие;ОТВЕРСТИЕ;S n inan acc sg;;;пойти в это _отверстие_ , хотя мне;е;и;т;с;р;е;S;ОТВЕРСТИЕ;S n inan acc sg;Е
27251;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27252;;хотя;ХОТЯ;CONJ;;;это отверстие , _хотя_ мне казалось ,;я;т;о;х;;;CONJ;ХОТЯ;CONJ;Я
27253;;мне;Я;SPRO sg 1p - dat;;;отверстие , хотя _мне_ казалось , что;е;н;м;;;;SPRO;Я;SPRO sg 1p - dat;Я
27254;;казалось;КАЗАТЬСЯ;V ipf praet sg indic n -;;;, хотя мне _казалось_ , что это;ь;с;о;л;а;з;V;КАЗАТЬСЯ;V ipf praet sg indic n -;Я
27255;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27256;;что;ЧТО;CONJ;;;мне казалось , _что_ это очень плохая;о;т;ч;;;;CONJ;ЧТО;CONJ;О
27257;;это;ЭТО;SPRO n - nom sg;;;казалось , что _это_ очень плохая идея;о;т;э;;;;SPRO;ЭТО;S n - nom sg;О
27258;;очень;ОЧЕНЬ;ADV -;;;, что это _очень_ плохая идея;ь;н;е;ч;о;;ADV;ОЧЕНЬ;ADV -;Ь
27259;;плохая;ПЛОХОЙ;A - nom sg plen f -;;;что это очень _плохая_ идея смеётся;я;а;х;о;л;п;A;ПЛОХОЙ;A - nom sg plen f -;Й
27260;;идея;ИДЕЯ;S f inan nom sg;;;это очень плохая _идея_ смеётся;я;е;д;и;;;S;ИДЕЯ;S f inan nom sg;Я
27261;"<span class=""note"">";;;;;;;;;;;;;;;;
27262;<note>;смеётся;;;;;;;;;;;;;;;
27263;</span>;;;;;;;;;;;;;;;;
27264;;-;-;PUNCT;;;;;;;;;;PUNCT;;;
27265;;идти;ИДТИ;V ipf - - inf - -;;;смеётся - _идти_ в темень в;и;т;д;и;;;V;ИДТИ;V ipf - - inf - -;И
27266;;в;В;PR;;;- идти _в_ темень в какое-то;в;;;;;;PR;В;PR;В
27267;;темень;ТЕМЕНЬ;S f inan acc sg;;;- идти в _темень_ в какое-то отверстие;ь;н;е;м;е;т;S;ТЕМЕНЬ;S f inan acc sg;Ь
27268;;в;В;PR;;;идти в темень _в_ какое-то отверстие .;в;;;;;;PR;В;PR;В
27269;;какое-то;КАКОЙ-ТО;APRO - acc sg plen n inan;;;в темень в _какое-то_ отверстие .;о;т;-;е;о;к;APRO;КАКОЙ-ТО;A - acc sg plen n inan;О
27270;;отверстие;ОТВЕРСТИЕ;S n inan acc sg;;;темень в какое-то _отверстие_ .;е;и;т;с;р;е;S;ОТВЕРСТИЕ;S n inan acc sg;Е
27271;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27272;;;;;;;;;;;;;;;;;
27273;# sent = 1998;;;;;;;;;;;;;;;;
27274;;В;В;PR;;;. _В_ итоге кто-то туда;в;;;;;;PR;В;PR;В
27275;;итоге;ИТОГ;S m inan loc sg;;;В _итоге_ кто-то туда наступил;е;г;о;т;и;;S;ИТОГ;S m inan loc sg;Г
27276;;кто-то;КТО-ТО;SPRO m - nom sg;;;В итоге _кто-то_ туда наступил ,;о;т;-;о;т;к;S;КТО-ТО;S m - nom sg;О
27277;;туда;ТУДА;ADV -;;;В итоге кто-то _туда_ наступил , и;а;д;у;т;;;ADV;ТУДА;ADV -;А
27278;;наступил;НАСТУПИТЬ;V pf praet sg indic m -;;;итоге кто-то туда _наступил_ , и резко;л;и;п;у;т;с;V;НАСТУПИТЬ;V pf praet sg indic m -;Ь
27279;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27280;;и;И;CONJ;;;туда наступил , _и_ резко поката …;и;;;;;;CONJ;И;CONJ;И
27281;;резко;РЕЗКО;ADV -;;;наступил , и _резко_ поката … покатился;о;к;з;е;р;;ADV;РЕЗКО;ADV -;О
27282;;поката;ПОКАТ;S m inan gen sg;;;, и резко _поката_ … покатился вниз;а;т;а;к;о;п;S;ПОКАТ;S m inan gen sg;Т
27283;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
27284;;покатился;ПОКАТИТЬСЯ;V pf praet sg indic m -;;;резко поката … _покатился_ вниз , и;я;с;л;и;т;а;V;ПОКАТИТЬСЯ;V pf praet sg indic m -;Я
27285;;вниз;ВНИЗ;ADV -;;;поката … покатился _вниз_ , и естественно;з;и;н;в;;;ADV;ВНИЗ;ADV -;З
27286;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27287;;и;И;CONJ;;;покатился вниз , _и_ естественно заорал от;и;;;;;;CONJ;И;CONJ;И
27288;;естественно;ЕСТЕСТВЕННО;ADV -;;;вниз , и _естественно_ заорал от испуга;о;н;н;е;в;т;ADV;ЕСТЕСТВЕННО;ADV -;О
27289;;заорал;ЗАОРАТЬ;V pf praet sg indic m -;;;, и естественно _заорал_ от испуга .;л;а;р;о;а;з;V;ЗАОРАТЬ;V pf praet sg indic m -;Ь
27290;;от;ОТ;PR;;;и естественно заорал _от_ испуга .;т;о;;;;;PR;ОТ;PR;Т
27291;;испуга;ИСПУГ;S m inan gen sg;;;естественно заорал от _испуга_ .;а;г;у;п;с;и;S;ИСПУГ;S m inan gen sg;Г
27292;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27293;;;;;;;;;;;;;;;;;
27294;# sent = 1999;;;;;;;;;;;;;;;;
